reviews.text,reviews.rating,sentiment,clean,Predicted Sentiment
"For some time I have been searching for a replacement for my Sony DASH which had support discontinued recently. While I am sure that being a bedside ""smart"" alarm clock was not the primary goal of the Echo Show it does fit the bill nicely. This was my first Echo purchase and now I have multiple Echo's and HUE lights. Great system all around!",5.0,positive,forsometimeihavebeensearchingforareplacementformysonydashwhichhadsupportdiscontinuedrecentlywhileiamsurethatbeingabedsidesmartalarmclockwasnottheprimarygoaloftheechoshowitdoesfitthebillnicelythiswasmyfirstechopurchaseandnowihavemultipleechosandhuelightsgreatsystemallaround,positive
"I am disappointed that this is not more toddler friendly. It is a kindle inside a kid proof case. You have to set up child locks, etc. My biggest complaint is most of the games that are available you have to be connected to the internet. I wanted something to take to church, in the car, etc.",2.0,negative,iamdisappointedthatthisisnotmoretoddlerfriendlyitisakindleinsideakidproofcaseyouhavetosetupchildlocksetcmybiggestcomplaintismostofthegamesthatareavailableyouhavetobeconnectedtotheinternetiwantedsomethingtotaketochurchinthecaretc,positive
"This is my first Fire Kindle. I love it. It is fast, and has good internet. It gives me quick access to all my Kindle library. I found out it's easier to scroll through the pages than when using Kindle Touch.",4.0,positive,thisismyfirstfirekindleiloveititisfastandhasgoodinternetitgivesmequickaccesstoallmykindlelibraryifoundoutitseasiertoscrollthroughthepagesthanwhenusingkindletouch,positive
"I bought 2 of these tablets for my two youngest children. They had a lot of options to chose from as far as children apps go, but they were already familiar with the iPad since they stole mine all the time. Lol. That made it hard for them as well as myself to figure out how to use at first. Besides that, it's a good product.",3.0,neutral,ibought2ofthesetabletsformytwoyoungestchildrentheyhadalotofoptionstochosefromasfaraschildrenappsgobuttheywerealreadyfamiliarwiththeipadsincetheystolemineallthetimelolthatmadeithardforthemaswellasmyselftofigureouthowtouseatfirstbesidesthatitsagoodproduct,positive
"I have had every kindle since the first and this is by far the best. The screen was already great on the Voyage but the front light on this screen is more white and more evenly distributed. Physical page turn buttons are so much better than none or the haptic feedback type. They didn't include the automatically adaptive front light for some reason but I don't think I'll miss it much as I was always wont to fiddle with it on the Voyage anyway.But this device made me smile as soon as I held it for the first time because it has a larger bezel that you can really grip comfortably without touching the screen. Maybe this isn't a big deal for most, but that is exactly why I spent the money to get this device.The other thing I was hoping for was the ability to use the upper page turn button to go forward and this device does that and even better because it is software configurable.The cover is very small and light and doesn't add much bulk like the Voyage Origami case does. The only downside is that it doesn't work as a hands free stand for reading.(I still wish it was waterproof)",5.0,positive,ihavehadeverykindlesincethefirstandthisisbyfarthebestthescreenwasalreadygreatonthevoyagebutthefrontlightonthisscreenismorewhiteandmoreevenlydistributedphysicalpageturnbuttonsaresomuchbetterthannoneorthehapticfeedbacktypetheydidntincludetheautomaticallyadaptivefrontlightforsomereasonbutidontthinkillmissitmuchasiwasalwayswonttofiddlewithitonthevoyageanywaybutthisdevicemademesmileassoonasihelditforthefirsttimebecauseithasalargerbezelthatyoucanreallygripcomfortablywithouttouchingthescreenmaybethisisntabigdealformostbutthatisexactlywhyispentthemoneytogetthisdevicetheotherthingiwashopingforwastheabilitytousetheupperpageturnbuttontogoforwardandthisdevicedoesthatandevenbetterbecauseitissoftwareconfigurablethecoverisverysmallandlightanddoesntaddmuchbulklikethevoyageorigamicasedoestheonlydownsideisthatitdoesntworkasahandsfreestandforreadingistillwishitwaswaterproof,positive
Got it when it was on sale. Totally fall in love with it. Bring with it me everywhere.,5.0,positive,gotitwhenitwasonsaletotallyfallinlovewithitbringwithitmeeverywhere,positive
Amazing Sound! All around great product! Nothing negative so far.,5.0,positive,amazingsoundallaroundgreatproductnothingnegativesofar,positive
It is perfect as a secondary tablet for my son to take on the road.,4.0,positive,itisperfectasasecondarytabletformysontotakeontheroad,positive
Is it operate my wife loves it my granddaughter knows how to operate a good sounding Bluetooth speaker great freedom it even tells knock knock jokes in makes my granddaughter crack up that makes it worth every penny I paid useful to recommend to anybody,5.0,positive,isitoperatemywifelovesitmygranddaughterknowshowtooperateagoodsoundingbluetoothspeakergreatfreedomiteventellsknockknockjokesinmakesmygranddaughtercrackupthatmakesitwortheverypennyipaidusefultorecommendtoanybody,positive
This is a great tablet. My grandson uses it to watch his cartoons. We also have ABC Mouse that he uses on it. It's very durable and he loves it!!,5.0,positive,thisisagreattabletmygrandsonusesittowatchhiscartoonswealsohaveabcmousethatheusesonititsverydurableandhelovesit,positive
We got this for the whole family and we are absolutely love the Alexa speaker,5.0,positive,wegotthisforthewholefamilyandweareabsolutelylovethealexaspeaker,positive
Kindle Fire HD8 is great! Love the the size and the graphics. Easy to use and navigate. Perfect gift for mom!,5.0,positive,kindlefirehd8isgreatlovethethesizeandthegraphicseasytouseandnavigateperfectgiftformom,positive
Bought for our 6 year old. Great parental controls allow you to keep track and monitor use. Would recommend for others to get for their children,4.0,positive,boughtforour6yearoldgreatparentalcontrolsallowyoutokeeptrackandmonitorusewouldrecommendforotherstogetfortheirchildren,positive
I like this Kindle the only this is it does not read the books as good as my older Amazon Kindle Fire.,4.0,positive,ilikethiskindletheonlythisisitdoesnotreadthebooksasgoodasmyolderamazonkindlefire,positive
"It is great , I like it very much. I can find anything you want.",4.0,positive,itisgreatilikeitverymuchicanfindanythingyouwant,positive
"Love the knowledge it gives, and easy for my older brother who does. It so technology.",5.0,positive,lovetheknowledgeitgivesandeasyformyolderbrotherwhodoesitsotechnology,positive
What a treat! What‚Äôs the weather forecast? What‚Äôs the news this morning?? Just about all you need to know - plus Smart home control!!,5.0,positive,whatatreatwhatäôstheweatherforecastwhatäôsthenewsthismorningjustaboutallyouneedtoknowplussmarthomecontrol,positive
I didn't do any in depth research on this particular tablet. The price and speed were good for what I wanted it for. My only con is not being able to clear the home screen of apps or relocate them so I can see my personal home screen picture.,3.0,neutral,ididntdoanyindepthresearchonthisparticulartabletthepriceandspeedweregoodforwhatiwanteditformyonlyconisnotbeingabletoclearthehomescreenofappsorrelocatethemsoicanseemypersonalhomescreenpicture,positive
I like the portability of it. I take it with me when I babysit my granddaughter.,5.0,positive,iliketheportabilityofititakeitwithmewhenibabysitmygranddaughter,positive
this tablet is great for reading the text is not a good as it is on my tab s2 9.7 in but this is about $200 cheaper i got it because i wanted a more natural book feel reading my books and the tab s2 was not doing it for me,5.0,positive,thistabletisgreatforreadingthetextisnotagoodasitisonmytabs297inbutthisisabout200cheaperigotitbecauseiwantedamorenaturalbookfeelreadingmybooksandthetabs2wasnotdoingitforme,positive
I love my tablet. It is super easy and loads fast.,5.0,positive,ilovemytabletitissupereasyandloadsfast,positive
Nice tablet at a very affordable price.............,4.0,positive,nicetabletataveryaffordableprice,positive
"As I age, it's difficult for me to see the smaller screens so when this one came out .... I was delighted!!! Love playing my games!!!",5.0,positive,asiageitsdifficultformetoseethesmallerscreenssowhenthisonecameoutiwasdelightedloveplayingmygames,positive
"Great easy tablet for a reasonable price. Not the most super powerful. It can get the job done for simple tasks such as surfing the web, checking email, playing YouTube, etc. screen is clear and responsive. Great inexpensive tablet",5.0,positive,greateasytabletforareasonablepricenotthemostsuperpowerfulitcangetthejobdoneforsimpletaskssuchassurfingthewebcheckingemailplayingyoutubeetcscreenisclearandresponsivegreatinexpensivetablet,positive
"Bought this tablet for a child at Christmas. After days of research, this tablet seemed to be the best buy of the lot. It had a good processor, decent memory, and good reviews. It should be exactly what a 12 year old would need in a tablet at a great price.",5.0,positive,boughtthistabletforachildatchristmasafterdaysofresearchthistabletseemedtobethebestbuyofthelotithadagoodprocessordecentmemoryandgoodreviewsitshouldbeexactlywhata12yearoldwouldneedinatabletatagreatprice,positive
Have been using my kindle app on my iPad for years but now can't Imagine using anything besides my kindle to read. Love the backlight so I can read at night.,5.0,positive,havebeenusingmykindleapponmyipadforyearsbutnowcantimagineusinganythingbesidesmykindletoreadlovethebacklightsoicanreadatnight,positive
I would recommend this to a friend is anybody with little kids,4.0,positive,iwouldrecommendthistoafriendisanybodywithlittlekids,positive
i was weary about it at first but it was easy to setup and get the hang of and definitely makes life easier!,5.0,positive,iwaswearyaboutitatfirstbutitwaseasytosetupandgetthehangofanddefinitelymakeslifeeasier,positive
Love everything about my Kindle. I'm a long-term Amazon Prime member.,5.0,positive,loveeverythingaboutmykindleimalongtermamazonprimemember,positive
"I bought the fire because I had heard it was a good tablet. So when I bought it, I was wondering if it lived up to the hype. It does. Its fast and easy to use. I put Netflix on it and watch series I missed. Only downside is that I had to register for a trial of prime.",4.0,positive,iboughtthefirebecauseihadhearditwasagoodtabletsowheniboughtitiwaswonderingifitliveduptothehypeitdoesitsfastandeasytouseiputnetflixonitandwatchseriesimissedonlydownsideisthatihadtoregisterforatrialofprime,positive
A friend recommended the tablet and I am happy with it.,5.0,positive,afriendrecommendedthetabletandiamhappywithit,positive
"If reading is what you do the most with your tablet, this is good choice!",4.0,positive,ifreadingiswhatyoudothemostwithyourtabletthisisgoodchoice,positive
"amazon kindle is always the best ebook, upgrade every new model",5.0,positive,amazonkindleisalwaysthebestebookupgradeeverynewmodel,positive
